Activos,RANKING
621,0.0014384253077671441
806,0.0014364163261968857
851,0.0014314915046783412
825,0.0014283365114754623
843,0.0014161205776933837
639,0.001414075213660787
493,0.0014109522737222554
542,0.0014105580799329768
608,0.0014097773035085432
707,0.0014080450404612293
742,0.0014033813414457627
822,0.0013993099915558477
798,0.0013981952322653336
874,0.0013968999394753485
553,0.0013956560416116916
541,0.0013917963538541776
741,0.0013853549755162497
899,0.0013844580233555684
786,0.0013827369574897965
869,0.0013823835922598723
860,0.0013806906856897335
836,0.0013777773010756626
352,0.001376412416025342
609,0.0013743031313600959
848,0.001370697318669746
796,0.0013684633540011282
564,0.001368151451617175
858,0.00136741401614452
844,0.0013653265306012078
881,0.001364574062495525
575,0.0013635159236747676
763,0.0013616253764653981
773,0.001358755926016417
896,0.0013584063428600506
723,0.0013581883891789358
888,0.0013535414738044943
679,0.0013503434111498884
754,0.0013470648890710143
357,0.0013467422225709278
525,0.0013467044311478917
518,0.0013458218242024373
504,0.001345537060798399
745,0.001342022149581704
400,0.0013388889638677435
341,0.0013383039247239917
807,0.0013367138577151055
847,0.0013292167577926284
354,0.0013254326025098728
508,0.0013238032056045058
736,0.0013234399326011647
503,0.0013217539255953544
861,0.0013088164411457497
775,0.0013066935079394503
573,0.0013049616688715238
757,0.0013008844178944126
897,0.0012983785303493404
666,0.0012940582329134904
617,0.0012923420779801912
800,0.0012922942149046872
500,0.0012902466879427363
479,0.0012811438534208433
663,0.0012809600381656647
551,0.0012802243059088076
717,0.0012788109986673593
645,0.001277666465705481
344,0.0012774386408360761
740,0.001276742593383479
510,0.001276678238671144
588,0.0012745389076520167
39,0.001273378719042497
768,0.0012722587575724252
437,0.0012709289048289238
661,0.0012689815200519054
730,0.001261228115245203
649,0.0012587553797841517
713,0.0012575086149439845
880,0.001256868575078286
884,0.0012531259408039735
629,0.001252572069873937
244,0.00125203824693674
857,0.0012500846700149043
347,0.001245771599184313
688,0.0012454721902601662
450,0.0012420298176764651
271,0.0012403126824210384
835,0.0012377435838246762
859,0.001236322009123737
552,0.0012349887781839882
811,0.0012337313402610225
735,0.0012271530810682178
831,0.0012271236102158014
746,0.0012246493605589767
708,0.001222998072791657
702,0.0012200475992920107
862,0.001218527122738311
623,0.0012169163066978917
714,0.0012155629106176803
497,0.001212310014308433
127,0.0012112467786918057
787,0.0012102012250119157
591,0.0012100409244075008
764,0.001206969210815884
776,0.0012068977737086537
684,0.0012042982844613585
762,0.0012035564755138591
883,0.0012023886834333266
390,0.001202152270617301
460,0.0012014720873449024
613,0.0011981545806190926
840,0.0011980386849690038
90,0.001197010244151833
698,0.0011931441207432873
783,0.001189634212341678
286,0.001188409978505835
770,0.001188208182022881
793,0.00118745299581966
739,0.0011871259084013782
43,0.0011848438947399582
647,0.0011838578353114847
378,0.001180485727903679
873,0.001180037528173135
868,0.0011784511982875284
744,0.0011745619037627482
628,0.0011713418556485251
824,0.0011687148918513887
371,0.0011674263504574856
96,0.0011672884670977856
333,0.0011670654782145805
547,0.001162002568201185
604,0.0011606311284614941
489,0.0011601182926835138
638,0.0011591870321762503
19,0.0011572287744762051
771,0.0011545827592274653
712,0.001153142447446738
10,0.0011495988712575144
758,0.0011490983999796758
721,0.0011490129385404676
801,0.0011475534986292446
670,0.0011474789161157648
408,0.0011460190320522201
759,0.0011447188249842772
305,0.0011434388830802247
558,0.001142546254858916
641,0.001140213509749296
612,0.0011397798802130553
842,0.0011368549710247635
36,0.001132742035819198
527,0.0011317690704603048
398,0.001129902898299887
813,0.0011256688988640477
878,0.001125097309555641
830,0.001118390019386841
291,0.0011137346385392947
532,0.0011130697808871303
680,0.0011130235088075721
436,0.0011129359489690089
287,0.0011115364085266552
447,0.0011094232012782918
646,0.0011088733675019124
828,0.0011062023567009764
124,0.0011049483872736688
737,0.001102403535198697
692,0.001101459030477306
248,0.0011006699044597674
743,0.0010995149994475514
668,0.0010970367783086005
614,0.0010965089520544459
603,0.001094744435449333
863,0.0010944006227379842
600,0.001094193890504325
809,0.0010937016541884776
853,0.0010928142928523774
731,0.0010874161382581082
498,0.0010870711399905148
18,0.0010857614582545046
804,0.0010854979639700528
217,0.0010848781463625899
348,0.0010832606867317506
701,0.0010821077866951948
385,0.0010815671710221954
237,0.0010811160392687515
199,0.001080717582367909
817,0.0010795416893766441
826,0.0010764659760023664
418,0.0010759285700149249
653,0.0010751453756390377
779,0.001072198986813326
738,0.001071579386308665
630,0.0010715617116924688
404,0.001068865470946729
636,0.001066696842636912
516,0.0010654968192544206
710,0.0010651768574819753
477,0.0010621632700455264
539,0.0010574199916951969
528,0.0010574199916951969
427,0.001056396777733714
606,0.0010552880011907837
480,0.0010541725495936604
683,0.0010523454078691702
829,0.001050686205266151
584,0.0010498834051872327
648,0.0010479351165581128
133,0.0010458114498636483
601,0.001044803879469566
794,0.0010442099586349346
194,0.0010432924873442653
189,0.0010423912439826125
592,0.0010423890769906794
369,0.001042328723875794
616,0.0010405085372220866
170,0.001036152558306742
463,0.0010349323539981083
502,0.001034318686639249
785,0.0010303131016116916
598,0.0010295159445090178
605,0.0010294555859785882
753,0.0010272835994559251
290,0.001027245777077641
656,0.0010218103648951433
216,0.0010207581310890139
704,0.001020631329488519
797,0.0010203394946614347
335,0.0010202188178282483
192,0.0010199466408851543
423,0.0010196833756100263
810,0.0010178560875978638
642,0.0010165949743107293
719,0.0010113995358583731
29,0.00101124061670937
596,0.0010106917819245938
415,0.0010094684270181063
734,0.00100782990918157
675,0.0010075331347406933
545,0.0010071063270208594
777,0.0010048812198858977
624,0.0010031416251331767
172,0.0010026936571737011
514,0.001000492733187714
87,0.001000421705895792
184,0.0010000029227694577
130,0.000999117158773722
386,0.0009967535210591726
820,0.0009967077136024587
22,0.000996545084212047
580,0.000995582827560397
703,0.0009920482920762618
595,0.000991240348887568
316,0.0009894520563377542
673,0.0009876553693742578
5,0.000985766388229485
832,0.0009848724589587305
726,0.0009834342872456422
610,0.000983056685921992
68,0.0009786829589379818
619,0.0009777505133937083
749,0.0009749997915132826
169,0.0009748709539609436
46,0.0009729587039087073
640,0.0009726764158947611
782,0.0009713442708417556
507,0.000967705926750322
626,0.0009660695132882367
148,0.0009647997566749483
196,0.0009624794706118591
181,0.0009624794706118591
658,0.0009622562777763926
247,0.0009614386746786519
319,0.0009611766632075445
622,0.0009607533039200219
637,0.000959886203378022
561,0.0009596651100022142
781,0.0009596286303405306
837,0.0009588295804339245
805,0.0009584748994229888
537,0.0009574280513909858
223,0.0009565001433224441
660,0.0009563216641248137
767,0.0009555152343106777
716,0.0009546421052612798
320,0.0009530089116837018
295,0.0009521913313019011
674,0.0009518994119561081
718,0.0009502198530925742
789,0.0009497182764307442
387,0.0009485825299874226
134,0.0009480485293338285
657,0.0009469406967094066
391,0.0009454326559206689
686,0.0009424624171074305
225,0.0009421208915648392
220,0.0009394981615710305
389,0.0009374832049619628
529,0.0009335896599084752
540,0.0009335896599084752
587,0.000931987813813803
520,0.0009304672379967622
792,0.0009298343155707007
732,0.0009279181358108166
89,0.0009259379115129976
530,0.0009256643164472927
251,0.0009256013045477877
505,0.0009251610654684784
175,0.0009249560184542606
512,0.0009247197619957513
491,0.0009246226640435769
393,0.0009243169472318562
632,0.000923681192075082
672,0.0009176528432128774
620,0.0009143544038634256
791,0.0009139368578241136
803,0.0009137179538886279
206,0.0009134641918519305
695,0.0009130807174197562
706,0.0009126084650590608
397,0.0009109966413241993
821,0.000909887492392034
403,0.0009083942939478635
300,0.0009080432657613607
374,0.0009079092037630704
517,0.0009052326663259826
769,0.0009051959609552855
681,0.0009051104995160775
113,0.0009048204757551473
176,0.0009048204757551473
833,0.0009043968600049364
173,0.0009006367678756533
377,0.0008999597528043643
849,0.0008994147256067633
816,0.0008982353841929962
392,0.0008977019624498727
818,0.0008965840964256767
733,0.0008939346748561765
83,0.000893805391181018
838,0.00089375119427579
650,0.0008927646425240078
509,0.0008925024823664366
365,0.000886731058568633
631,0.0008863695362656384
329,0.0008859074319939338
625,0.0008855498595361361
790,0.000885264777835528
282,0.000883791493043772
766,0.0008822954326976956
301,0.0008806287341385597
462,0.000879480055782769
226,0.0008791441786089023
448,0.0008789909200843527
380,0.0008789402363710735
384,0.0008789402363710735
685,0.0008777427431386734
222,0.0008765883699516907
166,0.0008752398388627699
651,0.0008747266945440962
729,0.0008741111787133696
340,0.0008737126550701789
332,0.0008722741195405314
209,0.0008705822501093869
118,0.0008695720835795156
402,0.0008684550571569389
372,0.0008680317689954585
633,0.00086671296202849
79,0.0008661126024651863
667,0.0008659990617172902
363,0.0008654838750132025
328,0.0008647003576092918
213,0.0008634167307040672
711,0.0008624590705143319
366,0.0008624363006467658
147,0.0008624321545419924
611,0.0008623645678745076
574,0.0008610203804060002
696,0.0008567955391833587
499,0.0008556443160763085
267,0.0008544432540243962
594,0.0008535597188617332
337,0.0008533175412362278
272,0.000852376581065601
64,0.0008514170699678631
85,0.0008509534437034253
253,0.0008507859974788213
834,0.0008494445341531516
430,0.0008491372740431261
110,0.0008478392733813101
750,0.0008457912490897029
11,0.0008424860073308306
76,0.0008420796383613463
405,0.0008418790161069101
784,0.0008411344230714051
309,0.000840153791806868
470,0.0008399568520029727
544,0.0008397810295144791
257,0.0008392718631545749
62,0.0008382030166776012
265,0.0008380928277479506
709,0.0008376494966197786
21,0.0008375202129446203
375,0.0008360121735146271
634,0.0008353728197811065
671,0.0008353464473935036
55,0.0008352259957985903
17,0.0008352259957985903
676,0.0008336668885299697
165,0.0008317677552876204
208,0.0008305805768128375
45,0.0008296783230100531
269,0.0008295460502610714
441,0.0008291858463760392
44,0.0008278306896645236
443,0.000827499764349305
662,0.0008232264240193546
152,0.0008231235055444892
284,0.00082141530578532
669,0.0008209233747930797
233,0.0008203031917152929
33,0.0008195982192313474
327,0.0008174899133394059
682,0.0008164674559720878
324,0.00081307162808435
602,0.0008113855621663935
197,0.0008102739638357768
204,0.0008102282671472586
183,0.0008075832294315334
94,0.0008074707705771338
61,0.0008049625551732321
677,0.0008044646979405556
691,0.0008026339010749758
367,0.00079902846300032
294,0.0007980911544514014
699,0.0007962892788183452
111,0.000795425537617986
353,0.0007953388472902749
198,0.0007944268221303638
119,0.0007936607519352067
555,0.0007932210678453558
534,0.0007907858056948
751,0.0007899672527905698
484,0.00078918417307949
359,0.000788119995624705
115,0.0007873861757362937
14,0.0007853636647953235
727,0.0007846412017977489
565,0.0007842098065458079
562,0.0007826592067905274
112,0.0007814312084687738
748,0.0007801230392211133
50,0.0007788783810565678
321,0.0007785279256521598
557,0.0007782704152901203
260,0.0007748114717799542
599,0.0007746800800811426
513,0.0007741853471784265
644,0.0007724807389381844
476,0.000771123012890562
114,0.0007699973407683102
548,0.0007695989942548386
108,0.0007694710468684482
690,0.0007683576968579005
581,0.000768206292732271
524,0.000768153107773377
207,0.0007678152940483556
86,0.0007665395022108995
288,0.000765152580223048
700,0.0007636643623685893
747,0.000762694165526927
155,0.0007617490818642584
266,0.0007606346236304
15,0.000760590639663549
239,0.0007596400809101328
678,0.0007590626011016234
313,0.0007585370598987516
490,0.0007571732202348066
179,0.0007569658064783901
276,0.0007542191548195629
635,0.0007539308092075398
106,0.0007539263490937545
159,0.0007537956770478954
694,0.0007529564528837992
56,0.0007527837853493266
306,0.0007499952437908211
485,0.0007498301300402993
264,0.0007454632327605786
659,0.0007449605428598491
643,0.0007426708338936138
519,0.000740672473864269
451,0.0007361024337576625
655,0.0007354360059672677
117,0.0007352270595205801
383,0.0007318348173883072
724,0.0007303283256873204
543,0.0007258922321870254
262,0.0007257985371838572
665,0.0007248160323583927
254,0.0007235227196529571
334,0.0007233965195413714
132,0.0007228518130863459
157,0.0007227056616745697
535,0.0007221340076379724
318,0.0007219854586846331
459,0.0007196497680772081
131,0.0007195407114547463
317,0.0007188164138898533
283,0.0007176233240456345
585,0.000716435145870912
88,0.0007152603331917281
531,0.0007135256123665956
42,0.0007132365240641839
59,0.0007130443410221984
193,0.0007130161383944729
458,0.0007124511867375586
495,0.0007122151046603557
259,0.0007106271463140358
546,0.0007099791841656976
274,0.0007077952717481223
819,0.0007074924779926818
444,0.0007056820644997588
382,0.0007052198326063237
303,0.0007043040401093799
511,0.0007027077182339434
263,0.0007012482458834408
496,0.0007001295813553447
722,0.0006979125538096692
536,0.0006958705307942999
143,0.0006942544123156736
407,0.0006926949179384922
434,0.0006924149268121807
24,0.0006919858297309523
488,0.0006899546165949239
356,0.000688715896882016
556,0.0006886081771401152
249,0.0006861437763502165
81,0.0006855437353483521
30,0.0006855437353483521
142,0.0006830482896966744
376,0.0006830135482494104
586,0.0006822259630135891
590,0.0006819498971048871
298,0.0006811343984398022
349,0.0006806774449750243
424,0.0006753392827601158
416,0.000669139169358343
280,0.0006689972857439451
103,0.0006689232885016029
215,0.0006688657286901008
379,0.0006681368761140972
522,0.0006676748495582231
245,0.0006672375414165594
279,0.0006667590718998067
105,0.0006631571760843937
396,0.0006628315113931687
664,0.000662805385042521
58,0.0006601267641634204
538,0.0006583470786367014
205,0.0006568601730480878
409,0.0006555430301295503
802,0.0006550996990013784
31,0.0006540315822437287
227,0.0006538258948741235
236,0.000653414346693968
446,0.0006529872214723388
440,0.0006529693105506449
583,0.0006518831812739461
32,0.0006510545613647178
568,0.0006503662481709517
304,0.0006486755963016394
549,0.0006470871033227754
190,0.0006455248375390759
395,0.0006454900960918119
224,0.0006450299889836403
293,0.0006446830765207317
53,0.0006421234987276853
597,0.000640869776390597
221,0.0006405766681082394
413,0.0006402800660373836
654,0.0006391491544343207
474,0.0006378158306025173
203,0.0006371308417541194
26,0.0006361694569696637
570,0.0006353196852077862
200,0.0006343153462268888
492,0.0006335778651361809
351,0.0006331613179387545
252,0.0006322659726985631
449,0.000631838847476934
521,0.000631799616097537
350,0.000630736888995257
3,0.0006304049871093731
308,0.0006295878891473749
1,0.0006288470089317987
297,0.0006284395554123823
465,0.000625362668166459
579,0.0006210759157216349
150,0.0006208672120051937
368,0.0006199034485367225
275,0.0006162624588850261
312,0.0006156910321241322
70,0.0006155198827143189
180,0.000614346007638108
812,0.0006135900014075404
99,0.0006113938206936348
2,0.0006111171982605113
146,0.00061092203397352
501,0.0006091838512439855
48,0.000608416799814624
431,0.0006079891220663888
229,0.0006074396154894445
330,0.0006062460574170578
261,0.0006060874941246053
52,0.0006054397789356131
715,0.0006051656934796805
228,0.0006050283156870909
296,0.0006043277497972196
439,0.0006039603011721573
426,0.0006022145425488562
174,0.0006018246097920976
432,0.0006010175962205381
473,0.0005995339178018547
559,0.0005992799114688713
578,0.0005992799114688713
210,0.0005992604771336125
139,0.0005990301079134288
13,0.0005923554721817118
689,0.0005902367018662749
135,0.0005886475602040037
582,0.0005876188763281635
464,0.0005863246748674695
238,0.0005836438596144831
160,0.0005807008197211731
358,0.0005792301223123703
40,0.0005775276250816112
162,0.000576203830810072
394,0.000574328245720101
526,0.000572463791703888
84,0.0005711427879939644
428,0.0005693535558387635
355,0.0005690228809991725
168,0.0005686884421812881
461,0.0005663592614962981
202,0.0005644952372412761
472,0.0005633249833223339
256,0.0005632876247312947
414,0.0005620504494757551
122,0.0005613759837099713
57,0.0005611225526544667
69,0.0005603640920114024
445,0.0005602907051483696
429,0.0005593477518189485
486,0.0005593477518189485
136,0.000556955499243293
101,0.0005555364565418565
268,0.0005533926510971853
362,0.0005516814656978156
314,0.0005511608409750397
728,0.000550296966318226
370,0.0005502611549203732
285,0.0005463564895340875
576,0.0005427523339760577
494,0.000542176609326929
177,0.0005400541952727875
399,0.0005393526875447584
191,0.0005386803786524735
410,0.0005385862741179512
310,0.0005384666244644345
346,0.0005369282586012608
361,0.0005363642978971305
246,0.000535979121165616
373,0.0005337572191960658
164,0.0005329544810662804
232,0.0005328711806910004
241,0.0005328003341367939
128,0.0005253586627754644
171,0.0005247835216292307
693,0.0005216802622536826
453,0.0005198245480391519
307,0.0005173219865854173
467,0.000516142639607829
417,0.000515030525537802
28,0.0005136513113209401
411,0.0005121407562186954
219,0.0005118003942138562
442,0.0005096871869654928
49,0.0005081451073564808
98,0.0005078143952970798
567,0.0005070594727000514
311,0.0005058767337067286
289,0.0005057318378659276
572,0.0005046728247834458
141,0.0005044630168763683
137,0.000501156926494875
478,0.0005005067649253392
156,0.000500356608463876
273,0.0005001417510347518
323,0.000499532111450098
38,0.0004990729045577783
550,0.0004972050910405361
425,0.0004955103388159385
589,0.0004950139332265394
481,0.0004945157960956713
336,0.0004936757009442623
102,0.0004931228535183221
25,0.0004916618099528361
563,0.0004863379906474192
242,0.00048561799042228903
577,0.0004852634684472879
593,0.0004825631627520847
326,0.0004817676174282189
201,0.0004811776213479019
456,0.0004806189390724285
475,0.0004798228747426026
388,0.00047747204095966795
360,0.0004766345613826186
54,0.0004754463094234226
325,0.00047401369470419404
482,0.00046912945663393
345,0.00046861057028025905
331,0.0004685617018932305
255,0.00046672470728964554
422,0.0004665736479767185
51,0.00046565586081267205
471,0.00046507598385395036
186,0.0004650072909575905
281,0.00046489411640805343
187,0.0004628750136942123
151,0.0004555994013607237
277,0.00045551521597745844
250,0.00045551521597745844
97,0.0004553459703052191
487,0.0004534689300656921
342,0.0004517964000372326
16,0.00045152921706068203
66,0.0004506732842916482
27,0.00045038017591900886
75,0.0004477535207075908
278,0.00044761606874793775
95,0.0004468941347338728
566,0.0004467078816995266
214,0.0004456163171257397
412,0.00044477764372395493
109,0.0004420664992643268
506,0.00044048485660348107
182,0.00043815924585739133
82,0.0004379228572658241
100,0.00043574451186089363
452,0.00043511875216704855
299,0.0004347537382764612
468,0.0004342687183016391
364,0.00043424624016946364
421,0.0004337526450981247
35,0.0004330982030412838
270,0.0004329231473948691
258,0.0004323670903598556
63,0.000429790470102872
454,0.0004278465085267479
211,0.00042737066425045493
34,0.00042480847531315406
123,0.0004242623888341485
292,0.00042413659361269435
104,0.00042330477318552754
163,0.0004226189697444356
107,0.0004220302393389489
41,0.0004191611311870249
158,0.00041858441298482885
240,0.00041719569949003407
433,0.00041267511765692635
116,0.0004105500924585304
469,0.0004088823788398979
523,0.0004079828135701278
20,0.0004038072213168615
230,0.00040146825158519917
420,0.0004006155924793298
140,0.000398891449279426
218,0.0003984339734112348
243,0.00039787791637622136
67,0.00039785317955883984
343,0.00039719939534600955
129,0.0003956281419256479
195,0.0003940265802238696
401,0.00039178882386613895
144,0.00039076327287009146
381,0.0003892588789143644
161,0.00038578132102792904
419,0.0003849021302785795
466,0.0003829799661746421
571,0.00038188751971873053
121,0.00038181605277710684
71,0.0003816376790294264
178,0.00038068316909138574
154,0.00037381336907267766
438,0.0003708428534787849
185,0.0003706645763088065
231,0.0003677751419313908
455,0.0003641782562643438
339,0.0003633351598429467
92,0.00036262651261368816
234,0.0003574646948995164
80,0.0003550742778470759
560,0.0003545790161530518
138,0.000352436934484795
72,0.0003497615709979571
212,0.00034569914655231584
91,0.0003450138276765621
153,0.0003427524224548046
554,0.00034107579638827074
47,0.0003406684005177079
302,0.0003372784877286643
406,0.0003363536794951507
4,0.00033522337906581145
569,0.0003344511830053287
9,0.00033409399153233013
60,0.00032648188832651
483,0.0003231044527292666
235,0.0003203527909220736
77,0.0003189296535598978
7,0.00031642143815599613
23,0.00030955075312930286
322,0.0002948412981284808
8,0.000293554061213638
338,0.00029220280080445365
457,0.0002916495569195967
125,0.0002640482615940327
74,0.0002571592390405875
435,0.00025668191341920966
315,0.0002507648033701512
149,0.00022452505781423617
37,0.000218507156898441
126,0.00021623998287764387
73,0.0002027020405415274
145,0.00018140726512428892
188,0.0001745374651055809
78,0.00016905521006767396
167,0.00016251486699963059
65,0.00014161186168878118
120,0.00014060434815696014
12,0.00013063215710534126
93,0.00010706543041019354
6,0.00010706543041019354
